Product ID,Customer ID,Rating,Review Text
PROD659,CUST7815,4,"Very easy to use, beginner-friendly."
PROD945,CUST1531,5,Would definitely buy again.
PROD927,CUST7881,5,"Perfect gift for my friend, they loved it!"
PROD921,CUST7299,1,Would definitely buy again.
PROD312,CUST6078,2,"Battery life is very short, not as advertised."
PROD929,CUST7564,4,Customer service was unhelpful.
PROD574,CUST9041,2,"Shipping took too long, not satisfied."
PROD904,CUST7209,4,Amazing value for money!
PROD184,CUST8978,2,Amazing value for money!
PROD253,CUST9987,3,Product does not match the description.
PROD261,CUST2272,3,Product does not match the description.
PROD226,CUST4589,5,"Battery life is very short, not as advertised."
PROD872,CUST8023,1,"Not satisfied, poor quality."
PROD541,CUST4317,1,"Better than expected, great performance."
PROD999,CUST8626,4,Product does not match the description.
PROD246,CUST5608,1,Customer service was unhelpful.
PROD380,CUST2694,3,Sound quality is below average.
PROD475,CUST5260,3,Amazing value for money!
PROD326,CUST4451,1,Too expensive for the quality provided.
PROD123,CUST9932,5,"The instructions were unclear, difficult to set up."
PROD717,CUST3999,3,"Arrived damaged, had to request a replacement."
PROD999,CUST1684,1,The item stopped working after a week.
PROD354,CUST4443,5,"The instructions were unclear, difficult to set up."
PROD478,CUST1975,3,Too expensive for the quality provided.
PROD438,CUST5183,5,The item stopped working after a week.
PROD131,CUST8633,1,"Fantastic build quality, feels premium."
PROD848,CUST1269,3,"Arrived damaged, had to request a replacement."
PROD802,CUST2095,5,The item stopped working after a week.
PROD300,CUST5914,2,"Very easy to use, beginner-friendly."
PROD708,CUST6622,2,Would definitely buy again.
PROD413,CUST1124,1,"Great product, works as expected!"
PROD714,CUST8483,3,Sound quality is below average.
PROD797,CUST3244,3,"The instructions were unclear, difficult to set up."
PROD332,CUST2643,1,Product does not match the description.
PROD793,CUST9746,5,Amazing value for money!
PROD617,CUST7466,2,"Arrived damaged, had to request a replacement."
PROD359,CUST6440,1,Customer service was unhelpful.
PROD397,CUST3136,2,Customer service was unhelpful.
PROD152,CUST7550,5,Customer service was unhelpful.
PROD197,CUST1639,3,Customer service was unhelpful.
PROD216,CUST2013,3,"Shipping took too long, not satisfied."
PROD876,CUST8487,5,"Better than expected, great performance."
PROD926,CUST2343,4,Highly recommended for anyone looking for this.
PROD390,CUST6705,5,Customer service was unhelpful.
PROD295,CUST5918,3,Highly recommended for anyone looking for this.
PROD940,CUST4300,5,Fast delivery and excellent packaging.
PROD506,CUST2851,2,Highly recommended for anyone looking for this.
PROD327,CUST4416,2,"Very easy to use, beginner-friendly."
PROD964,CUST2981,1,Fast delivery and excellent packaging.
PROD833,CUST6208,4,Would definitely buy again.
PROD591,CUST3223,1,Product does not match the description.
PROD257,CUST6225,5,"Battery life is very short, not as advertised."
PROD793,CUST4850,2,"Not what I ordered, very disappointed."
PROD830,CUST8841,3,Highly recommended for anyone looking for this.
PROD620,CUST8446,1,"Very easy to use, beginner-friendly."
PROD838,CUST3129,5,Product does not match the description.
PROD669,CUST1599,4,Product does not match the description.
PROD444,CUST4045,4,Customer service was unhelpful.
PROD367,CUST3699,5,"Fantastic build quality, feels premium."
PROD237,CUST4664,2,"Fantastic build quality, feels premium."
PROD283,CUST6229,3,Amazing value for money!
PROD956,CUST2065,5,The item stopped working after a week.
PROD728,CUST9254,2,Product does not match the description.
PROD223,CUST2818,5,Amazing value for money!
PROD919,CUST8848,1,Too expensive for the quality provided.
PROD389,CUST7527,5,Amazing value for money!
PROD984,CUST1130,2,"Arrived damaged, had to request a replacement."
PROD339,CUST4769,4,Sound quality is below average.
PROD909,CUST3829,5,Highly recommended for anyone looking for this.
PROD568,CUST1340,1,"The instructions were unclear, difficult to set up."
PROD240,CUST6900,2,"The instructions were unclear, difficult to set up."
PROD556,CUST2579,4,"Perfect gift for my friend, they loved it!"
PROD227,CUST5687,5,"The instructions were unclear, difficult to set up."
PROD731,CUST5592,3,Sound quality is below average.
PROD297,CUST5243,1,Highly recommended for anyone looking for this.
PROD269,CUST4275,3,"The instructions were unclear, difficult to set up."
PROD343,CUST7918,4,"Fantastic build quality, feels premium."
PROD745,CUST2088,3,"Great product, works as expected!"
PROD900,CUST3251,2,"Not what I ordered, very disappointed."
PROD809,CUST2445,4,Would definitely buy again.
PROD406,CUST9498,2,Customer service was unhelpful.
PROD968,CUST5914,4,Too expensive for the quality provided.
PROD574,CUST7209,1,"Very easy to use, beginner-friendly."
PROD124,CUST9530,4,"Perfect gift for my friend, they loved it!"
PROD899,CUST4304,1,"Fantastic build quality, feels premium."
PROD235,CUST6816,2,"Battery life is very short, not as advertised."
PROD609,CUST5357,2,Sound quality is below average.
PROD380,CUST5248,2,Would definitely buy again.
PROD555,CUST7588,4,Amazing value for money!
PROD665,CUST8496,2,"Fantastic build quality, feels premium."
PROD906,CUST9050,2,"Not satisfied, poor quality."
PROD428,CUST3622,1,Product does not match the description.
PROD460,CUST8378,1,Fast delivery and excellent packaging.
PROD381,CUST9826,2,Too expensive for the quality provided.
PROD363,CUST3828,1,"Battery life is very short, not as advertised."
PROD811,CUST8053,2,Product does not match the description.
PROD578,CUST8483,2,"Arrived damaged, had to request a replacement."
PROD736,CUST6818,1,Product does not match the description.
PROD130,CUST6148,2,Would definitely buy again.
PROD611,CUST6802,4,Customer service was unhelpful.
PROD121,CUST6652,4,"Not what I ordered, very disappointed."
PROD759,CUST3750,1,"Not satisfied, poor quality."
PROD465,CUST4468,5,Fast delivery and excellent packaging.
PROD185,CUST9882,1,"Shipping took too long, not satisfied."
PROD594,CUST5711,2,Customer service was unhelpful.
PROD855,CUST4066,2,"Arrived damaged, had to request a replacement."
PROD929,CUST5074,2,"Fantastic build quality, feels premium."
PROD919,CUST5937,2,Customer service was unhelpful.
PROD816,CUST8730,2,"Very easy to use, beginner-friendly."
PROD999,CUST1072,2,"Great product, works as expected!"
PROD555,CUST7248,1,"Arrived damaged, had to request a replacement."
PROD519,CUST5135,5,"Fantastic build quality, feels premium."
PROD371,CUST1058,1,"Very easy to use, beginner-friendly."
PROD200,CUST3242,4,"Better than expected, great performance."
PROD729,CUST8386,1,"Not satisfied, poor quality."
PROD543,CUST6959,5,Product does not match the description.
PROD455,CUST9898,3,"Battery life is very short, not as advertised."
PROD901,CUST4728,4,"Great product, works as expected!"
PROD554,CUST7539,4,Highly recommended for anyone looking for this.
PROD480,CUST8315,2,"The instructions were unclear, difficult to set up."
PROD234,CUST1716,1,"Arrived damaged, had to request a replacement."
PROD723,CUST6314,4,"Perfect gift for my friend, they loved it!"
PROD915,CUST6956,4,"Not satisfied, poor quality."
PROD157,CUST6856,1,Sound quality is below average.
PROD642,CUST3707,5,"Better than expected, great performance."
PROD537,CUST4446,4,"Better than expected, great performance."
PROD880,CUST7894,5,The item stopped working after a week.
PROD139,CUST5423,5,"Arrived damaged, had to request a replacement."
PROD478,CUST5050,2,Would definitely buy again.
PROD204,CUST3432,3,"Not what I ordered, very disappointed."
PROD357,CUST2977,2,"Battery life is very short, not as advertised."
PROD691,CUST1576,2,"Better than expected, great performance."
PROD485,CUST1824,5,"Great product, works as expected!"
PROD979,CUST9368,1,"Very easy to use, beginner-friendly."
PROD692,CUST2707,2,The item stopped working after a week.
PROD299,CUST1493,4,"Shipping took too long, not satisfied."
PROD145,CUST9491,3,Would definitely buy again.
PROD732,CUST2419,5,"Better than expected, great performance."
PROD396,CUST8605,2,"Very easy to use, beginner-friendly."
PROD361,CUST8607,3,"Shipping took too long, not satisfied."
PROD362,CUST8614,2,Product does not match the description.
PROD264,CUST1936,3,Product does not match the description.
PROD264,CUST3234,5,"Very easy to use, beginner-friendly."
PROD374,CUST7628,4,"Battery life is very short, not as advertised."
PROD295,CUST8147,3,"Very easy to use, beginner-friendly."
PROD174,CUST1147,1,Highly recommended for anyone looking for this.
PROD834,CUST8860,3,"Very easy to use, beginner-friendly."
PROD249,CUST1913,1,The item stopped working after a week.
PROD139,CUST9053,5,"Battery life is very short, not as advertised."
PROD787,CUST2925,4,"Perfect gift for my friend, they loved it!"
PROD804,CUST6635,5,"Better than expected, great performance."
PROD774,CUST9197,3,"Shipping took too long, not satisfied."
PROD931,CUST6693,1,Highly recommended for anyone looking for this.
PROD519,CUST7480,2,"Fantastic build quality, feels premium."
PROD183,CUST2734,1,Would definitely buy again.
PROD206,CUST6147,2,"The instructions were unclear, difficult to set up."
PROD756,CUST7020,4,"Great product, works as expected!"
PROD780,CUST1720,3,Fast delivery and excellent packaging.
PROD603,CUST3751,1,Sound quality is below average.
PROD229,CUST9144,1,"Very easy to use, beginner-friendly."
PROD108,CUST8656,2,"Battery life is very short, not as advertised."
PROD127,CUST4138,1,Customer service was unhelpful.
PROD502,CUST6960,1,The item stopped working after a week.
PROD427,CUST1487,4,Highly recommended for anyone looking for this.
PROD768,CUST5981,5,"Arrived damaged, had to request a replacement."
PROD891,CUST8953,5,"Fantastic build quality, feels premium."
PROD810,CUST2630,3,"Shipping took too long, not satisfied."
PROD679,CUST7008,4,Highly recommended for anyone looking for this.
PROD303,CUST1459,2,"Not satisfied, poor quality."
PROD602,CUST1895,1,"The instructions were unclear, difficult to set up."
PROD774,CUST8862,1,"Fantastic build quality, feels premium."
PROD962,CUST4661,5,Customer service was unhelpful.
PROD661,CUST9684,4,"Arrived damaged, had to request a replacement."
PROD533,CUST9385,4,"Perfect gift for my friend, they loved it!"
PROD333,CUST2961,4,"Arrived damaged, had to request a replacement."
PROD387,CUST8956,1,"Better than expected, great performance."
PROD394,CUST2839,3,"Not satisfied, poor quality."
PROD202,CUST4708,3,"The instructions were unclear, difficult to set up."
PROD137,CUST3113,4,"Shipping took too long, not satisfied."
PROD412,CUST5447,5,"Shipping took too long, not satisfied."
PROD972,CUST6627,1,"Perfect gift for my friend, they loved it!"
PROD737,CUST9317,3,"Very easy to use, beginner-friendly."
PROD430,CUST3820,4,"Shipping took too long, not satisfied."
PROD852,CUST9716,1,Customer service was unhelpful.
PROD547,CUST9685,4,"Arrived damaged, had to request a replacement."
PROD289,CUST8939,1,The item stopped working after a week.
PROD420,CUST3356,3,Would definitely buy again.
PROD936,CUST5267,4,Sound quality is below average.
PROD341,CUST9839,1,Product does not match the description.
PROD751,CUST5928,2,Product does not match the description.
PROD252,CUST8264,3,Too expensive for the quality provided.
PROD200,CUST6398,4,Too expensive for the quality provided.
PROD169,CUST9917,4,"Not satisfied, poor quality."
PROD487,CUST3644,1,Product does not match the description.
PROD287,CUST9336,5,"Arrived damaged, had to request a replacement."
PROD540,CUST1483,1,"Shipping took too long, not satisfied."
PROD288,CUST6275,2,"Fantastic build quality, feels premium."
PROD270,CUST5995,3,The item stopped working after a week.
PROD216,CUST9860,5,Product does not match the description.
PROD432,CUST3151,3,Would definitely buy again.
PROD615,CUST2712,5,"Not satisfied, poor quality."
PROD403,CUST2104,5,"Very easy to use, beginner-friendly."
PROD167,CUST9446,2,"Not satisfied, poor quality."
PROD149,CUST4256,3,"Arrived damaged, had to request a replacement."
PROD504,CUST1939,2,Sound quality is below average.
PROD805,CUST4026,1,Sound quality is below average.
PROD236,CUST3104,4,The item stopped working after a week.
PROD910,CUST7853,1,"Shipping took too long, not satisfied."
PROD742,CUST6323,1,Highly recommended for anyone looking for this.
PROD155,CUST8417,1,"Perfect gift for my friend, they loved it!"
PROD865,CUST2354,1,Would definitely buy again.
PROD704,CUST5497,5,"Not what I ordered, very disappointed."
PROD777,CUST6052,3,"Great product, works as expected!"
PROD913,CUST3054,3,Highly recommended for anyone looking for this.
PROD871,CUST6864,5,"Very easy to use, beginner-friendly."
PROD891,CUST8177,5,Product does not match the description.
PROD174,CUST4710,2,Sound quality is below average.
PROD939,CUST1159,1,"Fantastic build quality, feels premium."
PROD420,CUST1884,5,Product does not match the description.
PROD300,CUST4049,3,"Perfect gift for my friend, they loved it!"
PROD483,CUST5786,5,"Fantastic build quality, feels premium."
PROD344,CUST1566,3,"Better than expected, great performance."
PROD216,CUST9562,1,Sound quality is below average.
PROD118,CUST8784,3,Would definitely buy again.
PROD491,CUST5898,4,"Better than expected, great performance."
PROD237,CUST2999,5,Sound quality is below average.
PROD883,CUST5604,3,Too expensive for the quality provided.
PROD548,CUST3339,3,"Shipping took too long, not satisfied."
PROD788,CUST9922,5,"The instructions were unclear, difficult to set up."
PROD440,CUST6941,2,"Not satisfied, poor quality."
PROD289,CUST8574,5,Product does not match the description.
PROD110,CUST5712,5,"Not satisfied, poor quality."
PROD792,CUST6594,4,Customer service was unhelpful.
PROD728,CUST9339,1,Would definitely buy again.
PROD432,CUST9122,3,"Arrived damaged, had to request a replacement."
PROD855,CUST1951,5,Would definitely buy again.
PROD611,CUST1938,2,"Not what I ordered, very disappointed."
PROD644,CUST3867,1,"Shipping took too long, not satisfied."
PROD159,CUST9073,4,Highly recommended for anyone looking for this.
PROD626,CUST5355,5,"Battery life is very short, not as advertised."
PROD318,CUST1585,3,Sound quality is below average.
PROD124,CUST2903,3,"Great product, works as expected!"
PROD640,CUST6042,4,Fast delivery and excellent packaging.
PROD781,CUST2160,3,"Shipping took too long, not satisfied."
PROD749,CUST4833,2,"Great product, works as expected!"
PROD688,CUST1676,2,Highly recommended for anyone looking for this.
PROD601,CUST6187,4,Would definitely buy again.
PROD857,CUST3356,1,"Arrived damaged, had to request a replacement."
PROD159,CUST7742,2,Fast delivery and excellent packaging.
PROD671,CUST4579,5,"The instructions were unclear, difficult to set up."
PROD755,CUST4813,3,"Fantastic build quality, feels premium."
PROD840,CUST5187,5,Would definitely buy again.
PROD292,CUST3807,1,"Arrived damaged, had to request a replacement."
PROD168,CUST1597,5,"Great product, works as expected!"
PROD704,CUST9354,1,Would definitely buy again.
PROD571,CUST8972,5,The item stopped working after a week.
PROD869,CUST1031,4,Product does not match the description.
PROD843,CUST4075,1,"Perfect gift for my friend, they loved it!"
PROD142,CUST7509,2,The item stopped working after a week.
PROD174,CUST3025,2,Would definitely buy again.
PROD380,CUST5986,2,Fast delivery and excellent packaging.
PROD761,CUST8852,1,"Very easy to use, beginner-friendly."
PROD238,CUST3353,2,Fast delivery and excellent packaging.
PROD939,CUST3784,2,Fast delivery and excellent packaging.
PROD109,CUST8912,2,"Better than expected, great performance."
PROD917,CUST5034,3,"Very easy to use, beginner-friendly."
PROD134,CUST2533,2,"Great product, works as expected!"
PROD420,CUST3758,5,Fast delivery and excellent packaging.
PROD816,CUST7602,3,Too expensive for the quality provided.
PROD679,CUST1261,1,"Shipping took too long, not satisfied."
PROD305,CUST6198,2,The item stopped working after a week.
PROD746,CUST2412,5,"Not what I ordered, very disappointed."
PROD233,CUST2595,5,The item stopped working after a week.
PROD888,CUST5154,1,"Battery life is very short, not as advertised."
PROD210,CUST8678,4,"Fantastic build quality, feels premium."
PROD811,CUST7189,1,Sound quality is below average.
PROD135,CUST4924,5,Customer service was unhelpful.
PROD345,CUST7369,3,Product does not match the description.
PROD416,CUST3563,1,"Better than expected, great performance."
PROD313,CUST3556,1,"Fantastic build quality, feels premium."
PROD817,CUST1300,5,"Very easy to use, beginner-friendly."
PROD806,CUST1214,3,Too expensive for the quality provided.
PROD107,CUST5591,2,Too expensive for the quality provided.
PROD343,CUST8320,2,Too expensive for the quality provided.
PROD950,CUST3836,4,"Perfect gift for my friend, they loved it!"
PROD786,CUST5234,5,"Not what I ordered, very disappointed."
PROD672,CUST6856,4,Sound quality is below average.
PROD100,CUST4497,5,"Shipping took too long, not satisfied."
PROD575,CUST2202,2,"Very easy to use, beginner-friendly."
PROD990,CUST4512,1,"Shipping took too long, not satisfied."
PROD663,CUST3316,1,Would definitely buy again.
PROD714,CUST5562,4,"Better than expected, great performance."
PROD541,CUST5697,1,"Fantastic build quality, feels premium."
PROD871,CUST5214,2,Customer service was unhelpful.
PROD805,CUST9423,3,The item stopped working after a week.
PROD370,CUST8588,3,Sound quality is below average.
PROD318,CUST2669,3,Amazing value for money!
PROD939,CUST2813,3,Product does not match the description.
PROD142,CUST3726,5,"Battery life is very short, not as advertised."
PROD858,CUST7072,1,Fast delivery and excellent packaging.
PROD707,CUST4172,3,Highly recommended for anyone looking for this.
PROD534,CUST4567,1,"Battery life is very short, not as advertised."
PROD989,CUST3476,4,"Shipping took too long, not satisfied."
PROD328,CUST4343,4,Product does not match the description.
PROD917,CUST2906,5,Too expensive for the quality provided.
PROD527,CUST3090,3,Amazing value for money!
PROD324,CUST8223,2,"Arrived damaged, had to request a replacement."
PROD566,CUST4185,1,Customer service was unhelpful.
PROD991,CUST6098,5,Sound quality is below average.
PROD851,CUST9388,5,"Battery life is very short, not as advertised."
PROD150,CUST1214,2,Would definitely buy again.
PROD963,CUST8034,2,"Battery life is very short, not as advertised."
PROD919,CUST4890,5,"Fantastic build quality, feels premium."
PROD149,CUST7896,5,"Very easy to use, beginner-friendly."
PROD478,CUST1586,3,"Not satisfied, poor quality."
PROD543,CUST2758,4,Amazing value for money!
PROD805,CUST7710,5,Too expensive for the quality provided.
PROD908,CUST7718,5,Customer service was unhelpful.
PROD407,CUST8935,1,"Battery life is very short, not as advertised."
PROD379,CUST3591,5,Fast delivery and excellent packaging.
PROD565,CUST4585,2,"Fantastic build quality, feels premium."
PROD646,CUST7884,3,"Fantastic build quality, feels premium."
PROD171,CUST8722,3,"Battery life is very short, not as advertised."
PROD882,CUST9839,1,"Better than expected, great performance."
PROD719,CUST8798,5,Fast delivery and excellent packaging.
PROD568,CUST5672,1,Would definitely buy again.
PROD364,CUST2045,2,"Better than expected, great performance."
PROD660,CUST8139,3,"Very easy to use, beginner-friendly."
PROD745,CUST1103,4,"Great product, works as expected!"
PROD638,CUST7306,1,"Great product, works as expected!"
PROD894,CUST5315,3,"The instructions were unclear, difficult to set up."
PROD707,CUST8369,1,Would definitely buy again.
PROD112,CUST1500,1,Product does not match the description.
PROD887,CUST4493,1,Amazing value for money!
PROD992,CUST7170,3,"Very easy to use, beginner-friendly."
PROD195,CUST7708,4,The item stopped working after a week.
PROD150,CUST4317,4,Customer service was unhelpful.
PROD957,CUST3454,1,Fast delivery and excellent packaging.
PROD395,CUST7213,2,"Perfect gift for my friend, they loved it!"
PROD498,CUST7036,5,Highly recommended for anyone looking for this.
PROD315,CUST8490,4,"Battery life is very short, not as advertised."
PROD979,CUST9324,3,"Shipping took too long, not satisfied."
PROD392,CUST1946,2,Product does not match the description.
PROD599,CUST4438,5,Amazing value for money!
PROD986,CUST2295,4,Product does not match the description.
PROD772,CUST9285,3,"Very easy to use, beginner-friendly."
PROD427,CUST2970,2,Fast delivery and excellent packaging.
PROD930,CUST9678,2,"Great product, works as expected!"
PROD860,CUST1935,1,"Not what I ordered, very disappointed."
PROD658,CUST3128,5,Would definitely buy again.
PROD783,CUST6140,3,"Better than expected, great performance."
PROD145,CUST8330,2,Would definitely buy again.
PROD605,CUST6294,4,Highly recommended for anyone looking for this.
PROD390,CUST3267,2,"The instructions were unclear, difficult to set up."
PROD995,CUST9310,2,"Not what I ordered, very disappointed."
PROD534,CUST6976,3,Highly recommended for anyone looking for this.
PROD907,CUST3714,2,"Great product, works as expected!"
PROD743,CUST1821,5,"Very easy to use, beginner-friendly."
PROD700,CUST5052,2,Highly recommended for anyone looking for this.
PROD431,CUST4242,5,Fast delivery and excellent packaging.
PROD833,CUST7573,5,"Shipping took too long, not satisfied."
PROD976,CUST5154,4,Fast delivery and excellent packaging.
PROD249,CUST6590,1,"Arrived damaged, had to request a replacement."
PROD581,CUST7102,5,"Perfect gift for my friend, they loved it!"
PROD887,CUST3026,5,"Very easy to use, beginner-friendly."
PROD698,CUST7469,5,Would definitely buy again.
PROD526,CUST2957,2,Highly recommended for anyone looking for this.
PROD931,CUST7812,2,"Shipping took too long, not satisfied."
PROD962,CUST6733,3,"Shipping took too long, not satisfied."
PROD659,CUST6826,3,"Perfect gift for my friend, they loved it!"
PROD526,CUST5303,3,Sound quality is below average.
PROD401,CUST2319,1,"Not satisfied, poor quality."
PROD617,CUST6670,5,Would definitely buy again.
PROD930,CUST5243,3,Product does not match the description.
PROD443,CUST3558,5,"Very easy to use, beginner-friendly."
PROD341,CUST9485,4,Amazing value for money!
PROD969,CUST5828,3,The item stopped working after a week.
PROD964,CUST4402,2,Product does not match the description.
PROD490,CUST6510,1,"Fantastic build quality, feels premium."
PROD875,CUST5078,4,Sound quality is below average.
PROD146,CUST1320,2,Amazing value for money!
PROD272,CUST6252,2,Customer service was unhelpful.
PROD198,CUST7819,1,The item stopped working after a week.
PROD746,CUST4722,4,"Perfect gift for my friend, they loved it!"
PROD345,CUST3750,1,"Not what I ordered, very disappointed."
PROD878,CUST4406,2,"Battery life is very short, not as advertised."
PROD597,CUST9050,3,Customer service was unhelpful.
PROD298,CUST5278,1,"Shipping took too long, not satisfied."
PROD845,CUST2766,2,"Very easy to use, beginner-friendly."
PROD820,CUST2726,1,Sound quality is below average.
PROD716,CUST9172,2,Highly recommended for anyone looking for this.
PROD677,CUST5413,1,"Shipping took too long, not satisfied."
PROD991,CUST2445,3,Highly recommended for anyone looking for this.
PROD604,CUST7091,3,"Better than expected, great performance."
PROD117,CUST6157,1,"Perfect gift for my friend, they loved it!"
PROD916,CUST7997,5,"Great product, works as expected!"
PROD138,CUST8507,1,"Not satisfied, poor quality."
PROD439,CUST2267,3,"The instructions were unclear, difficult to set up."
PROD663,CUST5372,3,"Great product, works as expected!"
PROD248,CUST2321,1,"The instructions were unclear, difficult to set up."
PROD192,CUST4860,4,"Better than expected, great performance."
PROD757,CUST2440,4,"Perfect gift for my friend, they loved it!"
PROD250,CUST5505,1,Highly recommended for anyone looking for this.
PROD694,CUST7258,2,"Very easy to use, beginner-friendly."
PROD333,CUST1048,4,Sound quality is below average.
PROD159,CUST1175,2,"The instructions were unclear, difficult to set up."
PROD137,CUST2363,2,"Shipping took too long, not satisfied."
PROD210,CUST5819,1,"Not satisfied, poor quality."
PROD300,CUST9441,1,"Shipping took too long, not satisfied."
PROD938,CUST5095,4,"Better than expected, great performance."
PROD998,CUST2402,3,"The instructions were unclear, difficult to set up."
PROD884,CUST6685,2,"Battery life is very short, not as advertised."
PROD369,CUST9659,1,"Better than expected, great performance."
PROD858,CUST7909,5,Customer service was unhelpful.
PROD853,CUST9702,5,"Perfect gift for my friend, they loved it!"
PROD191,CUST5914,2,"Very easy to use, beginner-friendly."
PROD355,CUST9305,2,"Not what I ordered, very disappointed."
PROD602,CUST9407,4,"Not what I ordered, very disappointed."
PROD409,CUST5280,4,"Great product, works as expected!"
PROD520,CUST2303,2,"Not what I ordered, very disappointed."
PROD662,CUST7110,3,"Very easy to use, beginner-friendly."
PROD937,CUST4530,2,The item stopped working after a week.
PROD238,CUST4485,4,Amazing value for money!
PROD162,CUST1367,5,"Shipping took too long, not satisfied."
